attributeId,siteName,siteId,attributeName,attributeConceptId,value,valueId,valueUnit,valueUnitId
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59915,QDAMGD0012,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0012,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59915,QDAMGD0012,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0012,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59915,QDAMGD0012,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0012,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Idalia National Park,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59915,QDAMGD0012,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0012,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mitchell Grass Downs,http://linked.data.gov.au/def/ausplots-cv/5917b13c-0dc8-4afb-8551-81bec954e1b8,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59915,QDAMGD0012,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0012,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Acacia tephrina low open woodland with scattered Acacia harpophylla with shrub stratum of Eremophila mitchellii with Senna artemisioides subsp. alicia and a sparse ground stratum of Sida spp., chenopods and Cenchrus ciliaris on plain. Minimal impact of introduced plant species- Cenchrus ciliaris and Opuntia stricta present but low cover.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59915,QDAMGD0012,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0012,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59915,QDAMGD0012,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0012,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59916,QDAMGD0014,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0014,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59916,QDAMGD0014,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0014,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59916,QDAMGD0014,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0014,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59916,QDAMGD0014,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0014,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Bladensburg National Park,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59916,QDAMGD0014,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0014,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mitchell Grass Downs,http://linked.data.gov.au/def/ausplots-cv/5917b13c-0dc8-4afb-8551-81bec954e1b8,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59916,QDAMGD0014,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0014,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,Astrebla squarrosa low open tussock grassland with scattered Astrebla pectinata and Astrebla elymoides. on Cretaceous sediments.,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59916,QDAMGD0014,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0014,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59916,QDAMGD0014,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0014,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59917,QDAMGD0016,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0016,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59917,QDAMGD0016,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0016,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59917,QDAMGD0016,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0016,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59917,QDAMGD0016,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0016,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Bladensburg National Park,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59917,QDAMGD0016,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0016,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mitchell Grass Downs,http://linked.data.gov.au/def/ausplots-cv/5917b13c-0dc8-4afb-8551-81bec954e1b8,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59917,QDAMGD0016,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0016,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Acacia cambagei low woodland with scattered Eucalyptus coolabah and a mid-stratum of Lysiphyllum gilvum with some Santalum lanceolatum and a very sparse ground stratum of Cenchrus ciliaris. Moderate impact of introduced plant species- Cenchrus ciliaris moderate cover.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59917,QDAMGD0016,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0016,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59917,QDAMGD0016,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0016,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59918,QDAMGD0017,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0017,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59918,QDAMGD0017,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0017,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59918,QDAMGD0017,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0017,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59918,QDAMGD0017,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0017,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Daintree Station,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59918,QDAMGD0017,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0017,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mitchell Grass Downs,http://linked.data.gov.au/def/ausplots-cv/5917b13c-0dc8-4afb-8551-81bec954e1b8,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59918,QDAMGD0017,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0017,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Astrebla lappacea low open tussock grassland with scattered Aristida latifolia on clay plain derived from Cretaceous sediments. Minimal impact of introduced plant species- Cenchrus ciliaris.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59918,QDAMGD0017,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0017,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59918,QDAMGD0017,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0017,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59919,QDAMGD0020,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0020,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59919,QDAMGD0020,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0020,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59919,QDAMGD0020,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0020,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59919,QDAMGD0020,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0020,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Cathedral Hills Station,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59919,QDAMGD0020,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0020,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mitchell Grass Downs,http://linked.data.gov.au/def/ausplots-cv/5917b13c-0dc8-4afb-8551-81bec954e1b8,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59919,QDAMGD0020,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0020,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Acacia cambagei low woodland with ground stratum of Cenchrus ciliaris on alluvial terrace. Moderate impact of introduced plant species- Cenchrus ciliaris.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59919,QDAMGD0020,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0020,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59919,QDAMGD0020,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0020,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59920,QDAMGD0022,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0022,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59920,QDAMGD0022,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0022,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59920,QDAMGD0022,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0022,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59920,QDAMGD0022,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0022,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Mackunda Downs Station,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59920,QDAMGD0022,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0022,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mitchell Grass Downs,http://linked.data.gov.au/def/ausplots-cv/5917b13c-0dc8-4afb-8551-81bec954e1b8,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59920,QDAMGD0022,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0022,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Astrebla pectinata / Cenchrus ciliaris / Astrebla elymoides low open tussock grassland on alluvial plain adjoining creek. Minimal impact of introduced plant species- Cenchrus ciliaris and Xanthium occidentale present.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59920,QDAMGD0022,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0022,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59920,QDAMGD0022,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0022,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59921,QDAMGD0024,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0024,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59921,QDAMGD0024,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0024,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59921,QDAMGD0024,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0024,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59921,QDAMGD0024,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0024,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Diamantina National Park,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59921,QDAMGD0024,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0024,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mitchell Grass Downs,http://linked.data.gov.au/def/ausplots-cv/5917b13c-0dc8-4afb-8551-81bec954e1b8,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59921,QDAMGD0024,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0024,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,Acacia cambagei low open woodland with ground stratum of Eragrostis xerophila and scattered Astrebla pectinata on a plain on Cretaceous sediments. Has much bare soil with gravel and cryptogram.,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59921,QDAMGD0024,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0024,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59921,QDAMGD0024,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0024,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59922,QDAMGD0026,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0026,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59922,QDAMGD0026,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0026,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59922,QDAMGD0026,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0026,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59922,QDAMGD0026,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0026,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Dutton River Station,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59922,QDAMGD0026,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0026,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Gulf Plains,http://linked.data.gov.au/def/ausplots-cv/13b66d45-5ff5-447b-a60e-8af3c8d70d89,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59922,QDAMGD0026,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0026,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Acacia cambagei low woodland with sparse mid-stratum of Lysiphyllum carronii and bare ground stratum. Ground layer is heavily grazed. Minimal impact of introduced plant species- Cenchrus ciliaris.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59922,QDAMGD0026,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0026,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59922,QDAMGD0026,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0026,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59923,QDAMII0001,http://linked.data.gov.au/dataset/ausplots/site-qdamii0001,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59923,QDAMII0001,http://linked.data.gov.au/dataset/ausplots/site-qdamii0001,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59923,QDAMII0001,http://linked.data.gov.au/dataset/ausplots/site-qdamii0001,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59923,QDAMII0001,http://linked.data.gov.au/dataset/ausplots/site-qdamii0001,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Boomarra Station,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59923,QDAMII0001,http://linked.data.gov.au/dataset/ausplots/site-qdamii0001,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mount Isa Inlier,http://linked.data.gov.au/def/ausplots-cv/0dde2a13-f783-45d0-9abd-90167cb91b2a,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59923,QDAMII0001,http://linked.data.gov.au/dataset/ausplots/site-qdamii0001,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Fire in October 2012 affected most E. pruinosa which are re-shooting from base and killed most Acacia holosericea. Ground layer is also fire affected. Cenchrus ciliaris is low and re-shooting. There is also Eulalia aurea, Enneapogon avenaceus and Aristida spp. Sandplain with some metamorphic rock outcrop. Boomarra Station. Site is open to grazing by cattle.",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59923,QDAMII0001,http://linked.data.gov.au/dataset/ausplots/site-qdamii0001,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59923,QDAMII0001,http://linked.data.gov.au/dataset/ausplots/site-qdamii0001,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59924,QDAMUL0002,http://linked.data.gov.au/dataset/ausplots/site-qdamul0002,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59924,QDAMUL0002,http://linked.data.gov.au/dataset/ausplots/site-qdamul0002,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59924,QDAMUL0002,http://linked.data.gov.au/dataset/ausplots/site-qdamul0002,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59924,QDAMUL0002,http://linked.data.gov.au/dataset/ausplots/site-qdamul0002,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Idalia National Park,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59924,QDAMUL0002,http://linked.data.gov.au/dataset/ausplots/site-qdamul0002,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Mulga Lands,http://linked.data.gov.au/def/ausplots-cv/72bc1ef5-b949-44ca-a6e9-41a49a221804,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59924,QDAMUL0002,http://linked.data.gov.au/dataset/ausplots/site-qdamul0002,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,Woodland / closed forest of Acacia shirleyi with no understorey and bare ground. Idalia NP about 20 kms north of ranger base.,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59924,QDAMUL0002,http://linked.data.gov.au/dataset/ausplots/site-qdamul0002,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59924,QDAMUL0002,http://linked.data.gov.au/dataset/ausplots/site-qdamul0002,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
