dataset,datasetId,siteName,siteId,siteType,siteTypeId,dateCommissioned,description,dimension,polygonWkt,pointWkt,latitude,longitude,altitude,pointPositionWithinPlot,pointPositionWithinPlotId
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTADAC0001,http://linked.data.gov.au/dataset/ausplots/site-ntadac0001,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-28,Litchfield National Park. 30km south west of Bachelor. 77.5km south south west of Darwin. Along track to Lost City from Litchfield Road.,N/A,"POLYGON((130.77791111 -13.15835, 130.777905 -13.15753667, 130.7788275 -13.15753028, 130.77874111 -13.15834417, 130.77791111 -13.15835))",POINT(130.77791111 -13.15835),-13.158350,130.777900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0001,http://linked.data.gov.au/dataset/ausplots/site-ntafin0001,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-10-22,Owen Springs Reserve. 63 km South west of Alice Springs,N/A,"POLYGON((133.46792222 -24.12430278, 133.46792222 -24.1234, 133.46890556 -24.12339722, 133.46890556 -24.12430278, 133.46792222 -24.12430278))",POINT(133.46792222 -24.12430278),-24.124300,133.467900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAMGD0001,http://linked.data.gov.au/dataset/ausplots/site-ntamgd0001,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-03-13,Soudan Station. 83km West south west of Camooweal.,N/A,"POLYGON((137.32714167 -20.02302222, 137.32714444 -20.02212222, 137.32809444 -20.02211944, 137.32809444 -20.02301944, 137.32714167 -20.02302222))",POINT(137.32714167 -20.02302222),-20.023020,137.327100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTTMGD0001,http://linked.data.gov.au/dataset/ausplots/site-nttmgd0001,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-03-15,"Newcastle Waters station. 10.6km north north west of homestead, 67km south of Dunmarra roadhouse",N/A,"POLYGON((133.42389444 -17.28296944, 133.42389167 -17.28206111, 133.42482778 -17.282075, 133.42483611 -17.28296667, 133.42389444 -17.28296944))",POINT(133.42389444 -17.28296944),-17.282970,133.423900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDACHC0005,http://linked.data.gov.au/dataset/ausplots/site-qdachc0005,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-19,"Diamantina Lakes National Park, 8km north west of homestead. 182km south east of Boulia,",N/A,"POLYGON((141.07230556 -23.721675, 141.07230278 -23.72076944, 141.07328333 -23.72077222, 141.07328611 -23.72167778, 141.07230556 -23.721675))",POINT(141.07230556 -23.721675),-23.721670,141.072300,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAEIU0002,http://linked.data.gov.au/dataset/ausplots/site-qdaeiu0002,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-12,Blackbraes National Park 5km east of Blackbraes Homestead.. 170km north of Hughenden.,N/A,"POLYGON((144.22415 -19.5525, 144.22415 -19.55159722, 144.22509722 -19.5516, 144.22510556 -19.55248333, 144.22415 -19.5525))",POINT(144.22415 -19.5525),-19.552500,144.224200,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAEIU0004,http://linked.data.gov.au/dataset/ausplots/site-qdaeiu0004,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-13,Blackbraes National Park. 13km north north west of homestead 185km north of Hughenden,N/A,"POLYGON((144.16147222 -19.44658056, 144.16146389 -19.44567778, 144.16241944 -19.44568333, 144.16241667 -19.44658333, 144.16147222 -19.44658056))",POINT(144.16147222 -19.44658056),-19.446580,144.161500,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0012,http://linked.data.gov.au/dataset/ausplots/site-qdagup0012,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-10,Boomarra station 5km south west of homestead. 150km north of Cloncurry.,N/A,"POLYGON((140.31172778 -19.58185278, 140.31172778 -19.58094167, 140.31268611 -19.58095, 140.31268056 -19.58185, 140.31172778 -19.58185278))",POINT(140.31172778 -19.58185278),-19.581850,140.311700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0001,http://linked.data.gov.au/dataset/ausplots/site-qdagup0001,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-16,Dutton river station 35km north north west of homestead. 110km north west of Richmond,N/A,"POLYGON((143.72435556 -20.10876389, 143.72435278 -20.10786111, 143.72531111 -20.10786111, 143.72531111 -20.10876667, 143.72435556 -20.10876389))",POINT(143.72435556 -20.10876389),-20.108760,143.724400,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0003,http://linked.data.gov.au/dataset/ausplots/site-qdagup0003,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-17,"Dutton river station, 20km west north west of homestead. 90km north east of Richmond",N/A,"POLYGON((143.68168889 -20.39927778, 143.68168611 -20.39837222, 143.68264444 -20.39837222, 143.68264722 -20.39927222, 143.68168889 -20.39927778))",POINT(143.68168889 -20.39927778),-20.399280,143.681700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0005,http://linked.data.gov.au/dataset/ausplots/site-qdagup0005,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-18,Saxby downs station. 9 km north of homestead. 115km north west of Richmond,N/A,"POLYGON((142.46505 -19.99137222, 142.46505278 -19.99047222, 142.46601111 -19.99047222, 142.46600278 -19.99137222, 142.46505 -19.99137222))",POINT(142.46505 -19.99137222),-19.991370,142.465000,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0008,http://linked.data.gov.au/dataset/ausplots/site-qdagup0008,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-20,Millungera station. 50km west of homestead. 100km North East of Julia Creek.,N/A,"POLYGON((142.021525 -19.80169444, 142.021525 -19.80079167, 142.02247778 -19.80078889, 142.02248056 -19.8017, 142.021525 -19.80169444))",POINT(142.021525 -19.80169444),-19.801690,142.021500,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0009,http://linked.data.gov.au/dataset/ausplots/site-qdagup0009,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-20,"Millungera station, 40km east of homestead. 97km north north east of Julia Creek",N/A,"POLYGON((141.96068611 -19.84586944, 141.96068889 -19.84496389, 141.96164444 -19.84496667, 141.96164444 -19.84587222, 141.96068611 -19.84586944))",POINT(141.96068611 -19.84586944),-19.845870,141.960700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0011,http://linked.data.gov.au/dataset/ausplots/site-qdagup0011,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-21,"Millungera Station, 30km south east of homestead. 80km north north east of Julia creek",N/A,"POLYGON((141.827775 -19.93981944, 141.82777222 -19.93891667, 141.828725 -19.93890278, 141.828725 -19.93981667, 141.827775 -19.93981944))",POINT(141.827775 -19.93981944),-19.939820,141.827800,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0013,http://linked.data.gov.au/dataset/ausplots/site-qdagup0013,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-11,Boomarra station. 36km North west of homestead. 160km North north west of Cloncurry.,N/A,"POLYGON((140.16375 -19.297825, 140.16374444 -19.29692778, 140.16470278 -19.29691667, 140.1647 -19.29782778, 140.16375 -19.297825))",POINT(140.16375 -19.297825),-19.297830,140.163700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0015,http://linked.data.gov.au/dataset/ausplots/site-qdagup0015,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-11,Magowra station. 55km South south west of  homestead. 74km South west of Normanton.,N/A,"POLYGON((140.73256944 -18.25704722, 140.73257222 -18.25614722, 140.73351111 -18.25614444, 140.73351389 -18.25704722, 140.73256944 -18.25704722))",POINT(140.73256944 -18.25704722),-18.257050,140.732600,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0019,http://linked.data.gov.au/dataset/ausplots/site-qdagup0019,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-14,Mutton hole conservation park. 5.7km north of Normanton.,N/A,"POLYGON((141.07366389 -17.62165833, 141.07366111 -17.62075833, 141.07460278 -17.62076111, 141.07461111 -17.62166111, 141.07366389 -17.62165833))",POINT(141.07366389 -17.62165833),-17.621660,141.073700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0021,http://linked.data.gov.au/dataset/ausplots/site-qdagup0021,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-16,Delta Downs Station. 34km west of homestead. 56km north east of Karumba,N/A,"POLYGON((140.99370278 -17.00219167, 140.99371111 -17.0013, 140.99464444 -17.00129722, 140.99464444 -17.0022, 140.99370278 -17.00219167))",POINT(140.99370278 -17.00219167),-17.002190,140.993700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0023,http://linked.data.gov.au/dataset/ausplots/site-qdagup0023,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-17,Delta Downs. 30 km west of homestead. 56 north north west of Karumba,N/A,"POLYGON((141.03730278 -17.02338611, 141.03730833 -17.02248056, 141.03825556 -17.02247222, 141.03824167 -17.02338611, 141.03730278 -17.02338611))",POINT(141.03730278 -17.02338611),-17.023390,141.037300,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0025,http://linked.data.gov.au/dataset/ausplots/site-qdagup0025,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-18,Karumba Holdings. 3.5km north of Karumba,N/A,"POLYGON((140.84023333 -17.45801944, 140.84023056 -17.45711667, 140.84116389 -17.45711667, 140.84116667 -17.45802222, 140.84023333 -17.45801944))",POINT(140.84023333 -17.45801944),-17.458020,140.840200,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0027,http://linked.data.gov.au/dataset/ausplots/site-qdagup0027,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-19,Delta Downs Station. 45km south south west of homestead. 38 km north east of Karumba,N/A,"POLYGON((141.17584167 -17.37572778, 141.17583056 -17.374825, 141.17678611 -17.37482222, 141.17678333 -17.37564722, 141.17584167 -17.37572778))",POINT(141.17584167 -17.37572778),-17.375730,141.175800,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0013,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0013,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-14,"Bladensburg National Park, 1km east of Bladensburg Homestead. 15km south of Winton.",N/A,"POLYGON((143.05023056 -22.51617778, 143.05023056 -22.515275, 143.05121111 -22.51528056, 143.05120278 -22.51618056, 143.05023056 -22.51617778))",POINT(143.05023056 -22.51617778),-22.516180,143.050200,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0015,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0015,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-15,"Bladensburg National Park, 11km south of Bladensburg homestead. 26km south of Winton",N/A,"POLYGON((143.05817222 -22.56293056, 143.05816944 -22.56201944, 143.05914167 -22.56201389, 143.05914722 -22.562925, 143.05817222 -22.56293056))",POINT(143.05817222 -22.56293056),-22.562930,143.058200,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0018,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0018,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-16,Daintree Station. 40km north of Winton,N/A,"POLYGON((143.33716667 -22.11817778, 143.33716389 -22.11727222, 143.33813333 -22.11726944, 143.33813611 -22.11817778, 143.33716667 -22.11817778))",POINT(143.33716667 -22.11817778),-22.118180,143.337200,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0019,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0019,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-17,Cathedral Hills Station 8.7km south south east of homestead. 61km SE of Kynuna,N/A,"POLYGON((142.23181389 -22.07012222, 142.23181389 -22.06922222, 142.23278056 -22.06921667, 142.23277778 -22.07012222, 142.23181389 -22.07012222))",POINT(142.23181389 -22.07012222),-22.070120,142.231800,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0021,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0021,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-18,Mackunda Downs Station. 1km east of homestead. 26km West of Middleton.,N/A,"POLYGON((141.29988056 -22.3808, 141.29988056 -22.37989722, 141.30085556 -22.37989722, 141.30085278 -22.38079722, 141.29988056 -22.3808))",POINT(141.29988056 -22.3808),-22.380800,141.299900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0023,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0023,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-21,Diamantina Lakes National Park. 16 km north west of ranger station. 160km south west of Boulia.,N/A,"POLYGON((140.98663611 -23.68724167, 140.98663333 -23.68633611, 140.98761389 -23.68633333, 140.98761667 -23.68724444, 140.98663611 -23.68724167))",POINT(140.98663611 -23.68724167),-23.687240,140.986600,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0025,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0025,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-17,Dutton River Station 11km North of homestead. 87km North east of Richmond,N/A,"POLYGON((143.87243889 -20.33794722, 143.87243333 -20.33703889, 143.8734 -20.33702222, 143.87338889 -20.33793889, 143.87243889 -20.33794722))",POINT(143.87243889 -20.33794722),-20.337950,143.872400,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMII0002,http://linked.data.gov.au/dataset/ausplots/site-qdamii0002,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-03-11,Camooweal Caves Conservation Park. 10.5km south west of Camooweal.,N/A,"POLYGON((138.16059167 -20.00789444, 138.16058889 -20.00699444, 138.16154444 -20.00699167, 138.16154167 -20.00789722, 138.16059167 -20.00789444))",POINT(138.16059167 -20.00789444),-20.007890,138.160600,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0016,http://linked.data.gov.au/dataset/ausplots/site-satflb0016,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-06,Arkaroola sanctuary. 3.6km south of Arkaroola village,N/A,"POLYGON((139.33969167 -30.343475, 139.33968889 -30.342575, 139.34073056 -30.34258056, 139.34073333 -30.34347778, 139.33969167 -30.343475))",POINT(139.33969167 -30.343475),-30.343470,139.339700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0017,http://linked.data.gov.au/dataset/ausplots/site-satflb0017,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-07,Arkaroola sanctuary. 500m west of old homestead,N/A,"POLYGON((139.37367222 -30.33181111, 139.37366944 -30.33090833, 139.37470833 -30.33090556, 139.37470833 -30.33180833, 139.37367222 -30.33181111))",POINT(139.37367222 -30.33181111),-30.331810,139.373700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0018,http://linked.data.gov.au/dataset/ausplots/site-satflb0018,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-08,Radium ridge. Arkaroola station.10.3km north of Arkaroola village.,N/A,"POLYGON((139.32413056 -30.21904444, 139.32413611 -30.21813889, 139.32517222 -30.21814444, 139.325174 -30.219043, 139.32413056 -30.21904444))",POINT(139.32413056 -30.21904444),-30.219040,139.324100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0019,http://linked.data.gov.au/dataset/ausplots/site-satflb0019,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-09,Arkaroola sanctuary. 200m south of old Wheal Turner Mine. 14.4km north west of Arkaroola village,N/A,"POLYGON((139.23286944 -30.21953056, 139.23286944 -30.218625, 139.23390833 -30.218625, 139.23390556 -30.219525, 139.23286944 -30.21953056))",POINT(139.23286944 -30.21953056),-30.219530,139.232900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0020,http://linked.data.gov.au/dataset/ausplots/site-satflb0020,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-10,"Arkaroola sanctuary. 4.5km south south west of wheal turner mine. 12km north west of Arkaroola village
",N/A,"POLYGON((139.22723333 -30.25567778, 139.22723056 -30.25478056, 139.22826944 -30.25478056, 139.228274 -30.255688, 139.22723333 -30.25567778))",POINT(139.22723333 -30.25567778),-30.255680,139.227200,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0021,http://linked.data.gov.au/dataset/ausplots/site-satflb0021,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-14,"Gammons Ranges National Park. 15.7km north west of Balcanoona homestead. 15.6km south west of Arkaroola Village.
",N/A,"POLYGON((139.21994167 -30.41211111, 139.21994722 -30.4112, 139.22098333 -30.41120278, 139.22097778 -30.41210833, 139.21994167 -30.41211111))",POINT(139.21994167 -30.41211111),-30.412110,139.219900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0022,http://linked.data.gov.au/dataset/ausplots/site-satflb0022,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-14,Gammon Ranges National Park. 16km north west of Balcanoona homestead. 15km south west of Arkaroola village.,N/A,"POLYGON((139.22605833 -30.40600556, 139.22605556 -30.40510556, 139.22709722 -30.40510556, 139.22709722 -30.40601111, 139.22605833 -30.40600556))",POINT(139.22605833 -30.40600556),-30.406010,139.226100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0023,http://linked.data.gov.au/dataset/ausplots/site-satflb0023,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-15,"Vulkathunha-Gammon Ranges National Park, 9.2km east south east of Nepubunna. 62.5km east of Copley",N/A,"POLYGON((139.07361389 -30.59943611, 139.07361389 -30.59853333, 139.07465833 -30.59853611, 139.07465833 -30.59943611, 139.07361389 -30.59943611))",POINT(139.07361389 -30.59943611),-30.599440,139.073600,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0024,http://linked.data.gov.au/dataset/ausplots/site-satflb0024,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-16,"Warraweena Reserve, 5.6km north north west of homestead. 17.5km north west of Beltana.
Warraweena.",N/A,"POLYGON((138.579558 -30.760856, 138.579581 -30.759954, 138.580625 -30.759973, 138.580602 -30.760875, 138.579558 -30.760856))",POINT(138.579558 -30.760856),-30.760860,138.579600,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0025,http://linked.data.gov.au/dataset/ausplots/site-satflb0025,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-17,"Warraweena Reserve, 1.8km south south west of homestead.30.6 km south east of Leigh Creek",N/A,"POLYGON((138.63293611 -30.78501389, 138.63293333 -30.78412222, 138.63398056 -30.78411667, 138.63397222 -30.78501389, 138.63293611 -30.78501389))",POINT(138.63293611 -30.78501389),-30.785010,138.632900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATSTP0001,http://linked.data.gov.au/dataset/ausplots/site-satstp0001,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-10,Gammon Ranges National Park. 13km east south east of Balcanoona homestead,N/A,"POLYGON((139.43631389 -30.56166389, 139.4363 -30.5608, 139.43735833 -30.56076111, 139.43736111 -30.56166111, 139.43631389 -30.56166389))",POINT(139.43631389 -30.56166389),-30.561660,139.436300,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATSTP0002,http://linked.data.gov.au/dataset/ausplots/site-satstp0002,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-12,Gammon ranges NP. 6km west of edge of lake Frome. 27km south east of Balcanoona homestead.,N/A,"POLYGON((139.54735556 -30.65632778, 139.54735556 -30.65542222, 139.54840278 -30.655425, 139.5484 -30.656325, 139.54735556 -30.65632778))",POINT(139.54735556 -30.65632778),-30.656330,139.547400,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0011,http://linked.data.gov.au/dataset/ausplots/site-ntassd0011,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-03-19,"Andado station, 19km  west south west of Station homestead. 55km east north east of Finke community",N/A,"POLYGON((135.11511389 -25.48054722, 135.11511111 -25.47964722, 135.11610833 -25.47965, 135.11610278 -25.48055556, 135.11511389 -25.48054722))",POINT(135.11511389 -25.48054722),-25.480550,135.115100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
