dataset,datasetId,siteName,siteId,siteVisitName,siteVisitId,siteVisitStartDate,siteVisitEndDate,description
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0024,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0024,20120610,http://linked.data.gov.au/dataset/ausplots/sv-53671,2012-06-10T00:00:00Z,2012-06-10T00:00:00Z,Macarthur River Station. 18.km South South West of Macarthur River Homestead. Top of Abner Range. 95km South West of Borroloola
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0025,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0025,20120610,http://linked.data.gov.au/dataset/ausplots/sv-53672,2012-06-10T00:00:00Z,2012-06-10T00:00:00Z,Macarthur River Station. 18.km South of Macarthur River Homestead. Top of Abner Range. 95km South West of Borroloola
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0026,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0026,20120612,http://linked.data.gov.au/dataset/ausplots/sv-53673,2012-06-12T00:00:00Z,2012-06-12T00:00:00Z,"Limmen national park. 25km South South West of Ranger Station. Western Edge of Eastern creek, North of Dulurru waterhole. 100km west north west of Borroloola"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0027,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0027,20120613,http://linked.data.gov.au/dataset/ausplots/sv-53674,2012-06-13T00:00:00Z,2012-06-13T00:00:00Z,Limmen National Park. 12km South South East of Ranger Station. 99km north west of Borroloola
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0028,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0028,20120614,http://linked.data.gov.au/dataset/ausplots/sv-53675,2012-06-14T00:00:00Z,2012-06-14T00:00:00Z,Limmen National Park. 6km South East of Ranger Station. 700m West of Butterfly Spring. 102km north west of Borroloola
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0029,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0029,20120615,http://linked.data.gov.au/dataset/ausplots/sv-53676,2012-06-15T00:00:00Z,2012-06-15T00:00:00Z,Limmen National Park 6km North West of Ranger Station. Edge of Catfish waterhole. 112km north west of Borroloola
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0030,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0030,20120705,http://linked.data.gov.au/dataset/ausplots/sv-53677,2012-07-05T00:00:00Z,2012-07-05T00:00:00Z,Wongalara Reserve. 10km West North West of Wongalara Homestead. 166 km north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0031,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0031,20120706,http://linked.data.gov.au/dataset/ausplots/sv-53678,2012-07-06T00:00:00Z,2012-07-06T00:00:00Z,Wongalara reserve. 9.5km West North West of Wongalara Homestead. 166 km north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0032,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0032,20120707,http://linked.data.gov.au/dataset/ausplots/sv-53679,2012-07-07T00:00:00Z,2012-07-07T00:00:00Z,Wongalara reserve. 10km West of Wongalara homestead. 165 km north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0033,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0033,20120708,http://linked.data.gov.au/dataset/ausplots/sv-53680,2012-07-08T00:00:00Z,2012-07-08T00:00:00Z,Wongalara reserve. 13.5km South West of Wongalara Homestead. 165 km north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0034,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0034,20120709,http://linked.data.gov.au/dataset/ausplots/sv-53681,2012-07-09T00:00:00Z,2012-07-09T00:00:00Z,Wongalara reserve. 10.5km North North West of Wongalara Homestead. 174km north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0035,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0035,20120710,http://linked.data.gov.au/dataset/ausplots/sv-53682,2012-07-10T00:00:00Z,2012-07-10T00:00:00Z,Wongalara reserve. 12km North North West of Wongalara Homestead 176km north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0036,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0036,20120711,http://linked.data.gov.au/dataset/ausplots/sv-53683,2012-07-11T00:00:00Z,2012-07-11T00:00:00Z,Moroak Station. 24km North West of Moroak Homestead. 90km north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0037,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0037,20120712,http://linked.data.gov.au/dataset/ausplots/sv-53684,2012-07-12T00:00:00Z,2012-07-12T00:00:00Z,Moroak Station. 26km North West of Moroak Homestead. 92km north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0038,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0038,20120712,http://linked.data.gov.au/dataset/ausplots/sv-53685,2012-07-12T00:00:00Z,2012-07-12T00:00:00Z,Moroak Station.  25.5km North West of Moroak Homestead. 86 north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0039,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0039,20120714,http://linked.data.gov.au/dataset/ausplots/sv-53686,2012-07-14T00:00:00Z,2012-07-14T00:00:00Z,Moroak Station. 25km North West of Moroak Homestead. 84 north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0040,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0040,20120715,http://linked.data.gov.au/dataset/ausplots/sv-53687,2012-07-15T00:00:00Z,2012-07-15T00:00:00Z,Moroak Station. 22km North West of Moroak Homestead. 82 north east of Mataranka
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATKAN0001,http://linked.data.gov.au/dataset/ausplots/site-satkan0001,20120821,http://linked.data.gov.au/dataset/ausplots/sv-53688,2012-08-21T00:00:00Z,2012-08-21T00:00:00Z,Deep Creek Conservation Park. 70km South South East of Adelaide
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATKAN0002,http://linked.data.gov.au/dataset/ausplots/site-satkan0002,20120822,http://linked.data.gov.au/dataset/ausplots/sv-53689,2012-08-22T00:00:00Z,2012-09-22T00:00:00Z,Kyeema Conservation Park. 39 km South of Adelaide
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0001,http://linked.data.gov.au/dataset/ausplots/site-ntassd0001,20120818,http://linked.data.gov.au/dataset/ausplots/sv-53690,2012-08-18T00:00:00Z,2012-08-18T00:00:00Z,"Sand dune on Eastern side of Colson Track, 88km west of Old Andado homestead. Simpson Desert."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0003,http://linked.data.gov.au/dataset/ausplots/site-ntassd0003,20120820,http://linked.data.gov.au/dataset/ausplots/sv-53691,2012-08-20T00:00:00Z,2012-08-20T00:00:00Z,"Colson Track, 88km west of Old Andado homestead. Simpson Desert."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0004,http://linked.data.gov.au/dataset/ausplots/site-ntassd0004,20120821,http://linked.data.gov.au/dataset/ausplots/sv-53692,2012-08-21T00:00:00Z,2012-08-21T00:00:00Z,"Colson Track, 86km west of Old Andado homestead, Simpson Desert."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0005,http://linked.data.gov.au/dataset/ausplots/site-ntassd0005,20120918,http://linked.data.gov.au/dataset/ausplots/sv-53693,2012-09-18T00:00:00Z,2012-09-18T00:00:00Z,"Western side of Colson Track, 27km North of SA/NT border. Simpson Desert."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0006,http://linked.data.gov.au/dataset/ausplots/site-ntassd0006,20120918,http://linked.data.gov.au/dataset/ausplots/sv-53694,2012-09-18T00:00:00Z,2012-09-19T00:00:00Z,"Swale on left of Colson Track, 27km North of SA/NT border. Simpson Desert."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0007,http://linked.data.gov.au/dataset/ausplots/site-ntassd0007,20120919,http://linked.data.gov.au/dataset/ausplots/sv-53695,2012-09-19T00:00:00Z,2012-09-19T00:00:00Z,"Western side of Colson Track, 24km North of SA/NT border. Simpson Desert."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0009,http://linked.data.gov.au/dataset/ausplots/site-ntassd0009,20120922,http://linked.data.gov.au/dataset/ausplots/sv-53696,2012-09-22T00:00:00Z,2012-09-22T00:00:00Z,"Eastern side of Colson Track, 63km North west of Mac Clark conservation park, 34 km SE of Allitra tableland."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTASSD0010,http://linked.data.gov.au/dataset/ausplots/site-ntassd0010,20120923,http://linked.data.gov.au/dataset/ausplots/sv-53697,2012-09-23T00:00:00Z,2012-09-23T00:00:00Z,"Colson Track, 63km North west of Mac Clark Conservation Park, 37 km SE of Allitra Tableland. Second sand dune East of Colson Track."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0001,http://linked.data.gov.au/dataset/ausplots/site-satflb0001,20120813,http://linked.data.gov.au/dataset/ausplots/sv-53698,2012-08-13T00:00:00Z,2012-08-13T00:00:00Z,Sandy Creek Conservation Park. 42km North East of Adelaide
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0012,http://linked.data.gov.au/dataset/ausplots/site-satflb0012,20121116,http://linked.data.gov.au/dataset/ausplots/sv-53699,2012-11-16T00:00:00Z,2012-11-16T00:00:00Z,Black Hill Conservation Park. 11.5km North East of Adelaide
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAMDD0010,http://linked.data.gov.au/dataset/ausplots/site-saamdd0010,20110620,http://linked.data.gov.au/dataset/ausplots/sv-53700,2011-06-20T00:00:00Z,2011-06-20T00:00:00Z,Brookfield Conservation Park. 10.8 km north west of Blanchetown
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0013,http://linked.data.gov.au/dataset/ausplots/site-satflb0013,20121119,http://linked.data.gov.au/dataset/ausplots/sv-53701,2012-11-19T00:00:00Z,2012-11-19T00:00:00Z,Spring Gully Conservation Park. 112km North of Adelaide
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0014,http://linked.data.gov.au/dataset/ausplots/site-satflb0014,20121120,http://linked.data.gov.au/dataset/ausplots/sv-53702,2012-11-20T00:00:00Z,2012-11-20T00:00:00Z,"Tothill Private Reserve, Tothill Range. 108km North North East of Adelaide"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0002,http://linked.data.gov.au/dataset/ausplots/site-satflb0002,20120814,http://linked.data.gov.au/dataset/ausplots/sv-53703,2012-08-14T00:00:00Z,2012-08-14T00:00:00Z,"Hale Conservation Park. 39 km North East of Adelaide
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0003,http://linked.data.gov.au/dataset/ausplots/site-satflb0003,20120815,http://linked.data.gov.au/dataset/ausplots/sv-53704,2012-08-15T00:00:00Z,2012-08-15T00:00:00Z,Kaiserstuhl Conservation Park. 54km North East of Adelaide
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0004,http://linked.data.gov.au/dataset/ausplots/site-satflb0004,20120918,http://linked.data.gov.au/dataset/ausplots/sv-53705,2012-09-18T00:00:00Z,2012-09-18T00:00:00Z,Brachina Gorge Heysen Range Lower. 63km North North East of Adelaide
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0005,http://linked.data.gov.au/dataset/ausplots/site-satflb0005,20120820,http://linked.data.gov.au/dataset/ausplots/sv-53706,2012-08-20T00:00:00Z,2012-08-20T00:00:00Z,Brachina Gorge Heysen Range Upper. 65km North North East of Hawker
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0015,http://linked.data.gov.au/dataset/ausplots/site-satflb0015,20121122,http://linked.data.gov.au/dataset/ausplots/sv-53707,2012-11-22T00:00:00Z,2012-11-23T00:00:00Z,Giles Conservation Park. 11.5km East of Adelaide
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0006,http://linked.data.gov.au/dataset/ausplots/site-satflb0006,20120821,http://linked.data.gov.au/dataset/ausplots/sv-53708,2012-08-21T00:00:00Z,2012-08-21T00:00:00Z,"Warraweena Reserve, side slopes of Mt Hack. 15.3km east of Warraweena Homstead. 37.9km east of Beltana"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0007,http://linked.data.gov.au/dataset/ausplots/site-satflb0007,20120922,http://linked.data.gov.au/dataset/ausplots/sv-53709,2012-09-22T00:00:00Z,2012-09-22T00:00:00Z,"Flinders Ranges National Park Wilpena Pound. 42km North North East of Hawker
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0001,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0001,20120921,http://linked.data.gov.au/dataset/ausplots/sv-53710,2012-09-21T00:00:00Z,2012-09-21T00:00:00Z,Supersite Tower. 24.5km North West of Renmark
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0002,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0002,20120923,http://linked.data.gov.au/dataset/ausplots/sv-53711,2012-09-23T00:00:00Z,2012-09-23T00:00:00Z,"Calperum Station, 23km North West of Renmark"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0005,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0005,20120924,http://linked.data.gov.au/dataset/ausplots/sv-53712,2012-09-24T00:00:00Z,2012-09-24T00:00:00Z,"Calperum Station, 20.5 km North of Renmark"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0006,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0006,20120925,http://linked.data.gov.au/dataset/ausplots/sv-53713,2012-09-25T00:00:00Z,2012-09-25T00:00:00Z,As previous
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0010,http://linked.data.gov.au/dataset/ausplots/site-satflb0010,20120825,http://linked.data.gov.au/dataset/ausplots/sv-53714,2012-08-25T00:00:00Z,2012-08-25T00:00:00Z,Battery Ridge.Mount Remarkable National Park. 10km North North West of Melrose
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0015,http://linked.data.gov.au/dataset/ausplots/site-saastp0015,20120912,http://linked.data.gov.au/dataset/ausplots/sv-53715,2012-09-12T00:00:00Z,2012-09-12T00:00:00Z,South east corner Macumba Station. 126km South East of Oodnadatta
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0016,http://linked.data.gov.au/dataset/ausplots/site-saastp0016,20120914,http://linked.data.gov.au/dataset/ausplots/sv-53716,2012-09-14T00:00:00Z,2012-09-14T00:00:00Z,South east corner Macumba Station. 121km South East of Oodnadatta
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0017,http://linked.data.gov.au/dataset/ausplots/site-saastp0017,20120916,http://linked.data.gov.au/dataset/ausplots/sv-53717,2012-09-16T00:00:00Z,2012-09-15T00:00:00Z,"Macumba Station, SE corner. 122km South East of Oodnadatta"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0018,http://linked.data.gov.au/dataset/ausplots/site-saastp0018,20120916,http://linked.data.gov.au/dataset/ausplots/sv-53718,2012-09-16T00:00:00Z,2012-09-16T00:00:00Z,"The Peake Station, 5 km East of old Umbum Bore, South central ""The Peak"" Station. 53km North North East of William Creek."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0001,http://linked.data.gov.au/dataset/ausplots/site-saastp0001,20120627,http://linked.data.gov.au/dataset/ausplots/sv-53719,2012-06-27T00:00:00Z,2012-06-27T00:00:00Z,Hamilton Station. 177km South East of Kulgera. Just West of Western boundary of Witjira National Park. Drive along fence from boundary gate.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0002,http://linked.data.gov.au/dataset/ausplots/site-saastp0002,20120628,http://linked.data.gov.au/dataset/ausplots/sv-53720,2012-06-28T00:00:00Z,2012-12-28T00:00:00Z,as previous visit
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0003,http://linked.data.gov.au/dataset/ausplots/site-saastp0003,20120629,http://linked.data.gov.au/dataset/ausplots/sv-53721,2012-06-29T00:00:00Z,2012-12-29T00:00:00Z,Witjira National Park. West of Blood Creek Bore. 184km South East of Kulgera. Plot approx.. 100m north of track.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0004,http://linked.data.gov.au/dataset/ausplots/site-saastp0004,20120701,http://linked.data.gov.au/dataset/ausplots/sv-53722,2012-07-01T00:00:00Z,2012-07-01T00:00:00Z,As previous
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0005,http://linked.data.gov.au/dataset/ausplots/site-saastp0005,20120702,http://linked.data.gov.au/dataset/ausplots/sv-53723,2012-07-02T00:00:00Z,2012-07-02T00:00:00Z,Witjira National Park.  Finke River Channels. 214km East South East of Kulgera
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0007,http://linked.data.gov.au/dataset/ausplots/site-saastp0007,20120809,http://linked.data.gov.au/dataset/ausplots/sv-53724,2012-08-09T00:00:00Z,2012-08-09T00:00:00Z,As previous.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0008,http://linked.data.gov.au/dataset/ausplots/site-saastp0008,20120810,http://linked.data.gov.au/dataset/ausplots/sv-53725,2012-08-10T00:00:00Z,2012-08-10T00:00:00Z,As previous.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0009,http://linked.data.gov.au/dataset/ausplots/site-saastp0009,20120811,http://linked.data.gov.au/dataset/ausplots/sv-53726,2012-08-11T00:00:00Z,2012-08-11T00:00:00Z,As previous
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0010,http://linked.data.gov.au/dataset/ausplots/site-saastp0010,20120812,http://linked.data.gov.au/dataset/ausplots/sv-53727,2012-08-12T00:00:00Z,2012-08-12T00:00:00Z,As previous.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0011,http://linked.data.gov.au/dataset/ausplots/site-saastp0011,20120813,http://linked.data.gov.au/dataset/ausplots/sv-53728,2012-08-13T00:00:00Z,2012-08-13T00:00:00Z,As previous.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0012,http://linked.data.gov.au/dataset/ausplots/site-saastp0012,20120814,http://linked.data.gov.au/dataset/ausplots/sv-53729,2012-08-14T00:00:00Z,2012-08-14T00:00:00Z,As previous
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0013,http://linked.data.gov.au/dataset/ausplots/site-saastp0013,20120815,http://linked.data.gov.au/dataset/ausplots/sv-53730,2012-08-15T00:00:00Z,2012-08-15T00:00:00Z,As previous
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0019,http://linked.data.gov.au/dataset/ausplots/site-saastp0019,20120917,http://linked.data.gov.au/dataset/ausplots/sv-53731,2012-09-17T00:00:00Z,2012-09-17T00:00:00Z,"The Peak Station. East of Umbum in South Central "" The Peak Station. 55km North North East of William Creek"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0020,http://linked.data.gov.au/dataset/ausplots/site-saastp0020,20120918,http://linked.data.gov.au/dataset/ausplots/sv-53732,2012-09-18T00:00:00Z,2012-09-18T00:00:00Z,"The Peak Station. East of old Umbum in the South Central "" The Peak"" Station. 53km North North East of William Creek"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0021,http://linked.data.gov.au/dataset/ausplots/site-saastp0021,20120918,http://linked.data.gov.au/dataset/ausplots/sv-53733,2012-09-18T00:00:00Z,2012-09-18T00:00:00Z,"East of Old Umbum, in Southern Central "" The Peak"" Station. 59km North North East of William Creek"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0025,http://linked.data.gov.au/dataset/ausplots/site-saastp0025,20121019,http://linked.data.gov.au/dataset/ausplots/sv-53734,2012-10-19T00:00:00Z,2012-12-20T00:00:00Z,"Arckaringa Station, Arckaringa Plateau. 65 km South West of Oodnadatta"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0022,http://linked.data.gov.au/dataset/ausplots/site-saastp0022,20121017,http://linked.data.gov.au/dataset/ausplots/sv-53735,2012-10-17T00:00:00Z,2012-10-17T00:00:00Z,"West boundary of Mt Barry Station 2km East of Evelyn Downs. 61km South East of Cadney Park Roadhouse. Located 18 km west of Michaels Bore, along Evelyn Downs boundary fence."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0023,http://linked.data.gov.au/dataset/ausplots/site-saastp0023,20121018,http://linked.data.gov.au/dataset/ausplots/sv-53736,2012-10-18T00:00:00Z,2012-12-18T00:00:00Z,"Mount Barry Station. 57km South East of Cadney Park Roadhouse. 5 km east of Mount Barry Stations western boundary with Evelyn Downs Station, 600 m. north of road between the two stations."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0024,http://linked.data.gov.au/dataset/ausplots/site-saastp0024,20121019,http://linked.data.gov.au/dataset/ausplots/sv-53737,2012-10-19T00:00:00Z,2012-12-19T00:00:00Z,Arckaringa Plateau. 90km East South East of Cadney Park Roadhouse. Southern edge of Arckaringa plateau
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0026,http://linked.data.gov.au/dataset/ausplots/site-saastp0026,20121020,http://linked.data.gov.au/dataset/ausplots/sv-53738,2012-10-20T00:00:00Z,2012-10-20T00:00:00Z,"Arckaringa Station, 91km East North east of Cadney Park Roadhouse. Off Oodnadatta Highway, 20km to Goorikiana Dam to Ambitious Dam, then 5.5 km. to plateau."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0027,http://linked.data.gov.au/dataset/ausplots/site-saastp0027,20121021,http://linked.data.gov.au/dataset/ausplots/sv-53739,2012-10-21T00:00:00Z,2012-10-21T00:00:00Z,"Arckaringa Station, Painted Hills Plateau. 80 km North East of Cadney Park Roadhouse. On main track towards Wurley Hole ( Dam)."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0028,http://linked.data.gov.au/dataset/ausplots/site-saastp0028,20121028,http://linked.data.gov.au/dataset/ausplots/sv-53740,2012-10-28T00:00:00Z,2012-10-21T00:00:00Z,"Arckaringa Station, Painted Hills Plateau. 80.5 km North East of Cadney Park Roadhouse"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0029,http://linked.data.gov.au/dataset/ausplots/site-saastp0029,20121023,http://linked.data.gov.au/dataset/ausplots/sv-53741,2012-10-23T00:00:00Z,2012-10-23T00:00:00Z,The Old Peake Paddock.  103km North North West of William Creek
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAMDD0007,http://linked.data.gov.au/dataset/ausplots/site-saamdd0007,20110616,http://linked.data.gov.au/dataset/ausplots/sv-53742,2011-06-16T00:00:00Z,2011-06-16T00:00:00Z,Brookfield Conservation Park. 10.5 km West South West of Blanchetown
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAMDD0008,http://linked.data.gov.au/dataset/ausplots/site-saamdd0008,20110617,http://linked.data.gov.au/dataset/ausplots/sv-53743,2011-06-17T00:00:00Z,2011-06-17T00:00:00Z,Brookfield Conservation Park. 9.9 West North West of Blanchetown
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAMDD0009,http://linked.data.gov.au/dataset/ausplots/site-saamdd0009,20110618,http://linked.data.gov.au/dataset/ausplots/sv-53744,2011-06-18T00:00:00Z,2011-06-18T00:00:00Z,Brookfield Conservation Park. 11.8 km West of Blanchetown
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAMDD0011,http://linked.data.gov.au/dataset/ausplots/site-saamdd0011,20110621,http://linked.data.gov.au/dataset/ausplots/sv-53745,2011-06-21T00:00:00Z,2011-06-21T00:00:00Z,Brookfield Conservation Park. 8.5km North West of Blanchetown
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0028,http://linked.data.gov.au/dataset/ausplots/site-ntafin0028,20120922,http://linked.data.gov.au/dataset/ausplots/sv-53746,2012-09-22T00:00:00Z,2012-09-22T00:00:00Z,Umbeara Station 12.5km North East of Kulgera Roadhouse
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0029,http://linked.data.gov.au/dataset/ausplots/site-ntafin0029,20120923,http://linked.data.gov.au/dataset/ausplots/sv-53747,2012-09-23T00:00:00Z,2012-09-23T00:00:00Z,Umbeara Station 18km North East of Kulgera Roadhouse
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0030,http://linked.data.gov.au/dataset/ausplots/site-ntafin0030,20121024,http://linked.data.gov.au/dataset/ausplots/sv-53748,2012-10-24T00:00:00Z,2012-10-24T00:00:00Z,Umbeara Station 22km South South East of Umbeara Homestead. 5.5km North of SA/NT Border
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0031,http://linked.data.gov.au/dataset/ausplots/site-ntafin0031,20121025,http://linked.data.gov.au/dataset/ausplots/sv-53749,2012-10-25T00:00:00Z,2012-10-25T00:00:00Z,Umbeara Station 26.5km South East of Umbeara Homestead. 11km North of SA/Not Border
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0032,http://linked.data.gov.au/dataset/ausplots/site-ntafin0032,20121101,http://linked.data.gov.au/dataset/ausplots/sv-53750,2012-11-01T00:00:00Z,2012-11-01T00:00:00Z,Old South Road 28km South South East of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0033,http://linked.data.gov.au/dataset/ausplots/site-ntafin0033,20121106,http://linked.data.gov.au/dataset/ausplots/sv-53751,2012-11-06T00:00:00Z,2012-11-06T00:00:00Z,Old South Road 38km South South East of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0008,http://linked.data.gov.au/dataset/ausplots/site-satflb0008,20120823,http://linked.data.gov.au/dataset/ausplots/sv-53752,2012-08-23T00:00:00Z,2012-08-23T00:00:00Z,"Dutchman's Stern Conservation Park, 2.1km south west of Dutchman Homestead. 7.8km north west of Quorn"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0009,http://linked.data.gov.au/dataset/ausplots/site-satflb0009,20120824,http://linked.data.gov.au/dataset/ausplots/sv-53753,2012-08-24T00:00:00Z,2012-08-24T00:00:00Z,Dutchman's Stern Conservation Park. 7.8km north west of Quorn.
